Car Model,warranty,Engine capacity,Horse Power,Maximum Speed,Acceleration,Speeds,Transmission Type,Year,Fuel,liter/100KM,Origin Country,Assembly Country,Length (mm),Width (mm),Height (mm),Ground Clearance,Wheel Base,Trunk Size,Seats,Traction Type,Number of cylinder,Fuel tank capacity,Torque of newton,Insurance Price,Register Price
Mitsubishi Eclipse Cross 2021 A/T / Instyle,"100000 Km /
3 Year(s)",1500 CC - Turbo,150,200,9.3,8 Speeds,CVT,Year 2021,92,6.7,Japan,Japan,4405,1805,1685,180,2670,378,5,Front Traction,4,63,250,"11,625 EGP","4,650 EGP"
Mitsubishi Eclipse Cross 2021 A/T / Top Line,"100000 Km /
3 Year(s)",1500 CC - Turbo,150,200,9.3,8 Speeds,CVT,Year 2021,92,6.7,Japan,Japan,4405,1805,1685,180,2670,378,5,Front Traction,4,63,250,"12,000 EGP","4,800 EGP"
Mitsubishi Eclipse Cross 2021 A/T / Premium,"100000 Km /
3 Year(s)",1500 CC - Turbo,150,200,9.3,8 Speeds,CVT,Year 2021,92,6.7,Japan,Japan,4405,1805,1685,180,2670,378,5,Four-wheel Drive,4,60,250,"12,625 EGP","5,050 EGP"
Cupra Formentor 2022 Automtic,,2000 CC - Turbo,190,218,7.5,7 Speeds,DSG,Year 2022,95,,,Spain,4450,1839,1528,,2680,,5,Front Traction,4,,320,"26,625 EGP","15,975 EGP"
Toyota Belta 2022 A/T / Active,"150000 Km /
5 Year(s)",1500 CC,103,,,4 Speeds,automatic,Year 2022,95,,Japan,India,4490,1730,1475,145,2650,478,5,Front Traction,4,43,138,"9,000 EGP","3,600 EGP"
Toyota Belta 2022 A/T / Smart,"150000 Km /
5 Year(s)",1500 CC,103,,,4 Speeds,automatic,Year 2022,95,,Japan,India,4490,1730,1475,145,2650,478,5,Front Traction,4,43,138,"10,125 EGP","4,050 EGP"
Toyota Rumion 2022 A/T / GL,"150000 Km /
5 Year(s)",1500 CC,103,175,13.5,4 Speeds,automatic,Year 2022,92,6.2,Japan,India,4265,1695,1685,185,2740,482,7,Front Traction,4,45,138,"9,750 EGP","3,900 EGP"
Toyota Rumion 2022 A/T / GLX,"150000 Km /
5 Year(s)",1500 CC,103,175,13.5,4 Speeds,automatic,Year 2022,92,6.3,Japan,India,4265,1695,1685,185,2740,482,7,Front Traction,4,45,138,"10,500 EGP","4,200 EGP"
Toyota Corolla 2022 Automatic / Active,"150000 Km /
5 Year(s)",1600 CC,120,189,12,,CVT,Year 2022,92,6.8,Japan,Turkey,4630,1780,1435,164,2700,470,5,Front Traction,4,50,154,"11,875 EGP","4,750 EGP"
Toyota Corolla 2022 Automatic / Comfort,"150000 Km /
5 Year(s)",1600 CC,120,189,12,,CVT,Year 2022,92,6.8,Japan,Turkey,4630,1780,1435,164,2700,470,5,Front Traction,4,50,154,"13,000 EGP","5,200 EGP"
Toyota Corolla 2022 Automtic / SMART,"150000 Km /
5 Year(s)",1600 CC,120,189,12,,CVT,Year 2022,92,6.8,Japan,Turkey,4630,1780,1435,164,2700,470,5,Front Traction,4,50,154,"13,750 EGP","5,500 EGP"
Toyota Corolla 2022 Automatic / SMART / Sun Roof,"150000 Km /
5 Year(s)",1600 CC,120,189,12,,CVT,Year 2022,92,6.8,Japan,Turkey,4630,1780,1435,164,2700,470,5,Front Traction,4,50,154,"14,250 EGP","5,700 EGP"
Toyota Corolla 2022 Automtic / GR,"150000 Km /
5 Year(s)",1600 CC,120,189,12,,CVT,Year 2022,92,6.8,Japan,Turkey,4630,1780,1435,164,2700,470,5,Front Traction,4,50,154,"15,000 EGP","6,000 EGP"
Toyota Corolla 2022 Automatic / Elgance,"150000 Km /
5 Year(s)",1600 CC,120,189,12,,CVT,Year  2022,92,6.8,Japan,Turkey,4630,1780,1435,164,2700,470,5,Front Traction,4,50,154,"15,850 EGP","6,340 EGP"
Toyota Corolla 2022 A/T / High Line / Hybrid,"150000 Km /
5 Year(s)",1800 CC,71,,,,automatic,Year 2022,,,Japan,Turkey,,,,150,,,5,Front Traction,4,43,71,"20,625 EGP","12,375 EGP"
Toyota Rush 2022 A/T / F/O,"150000 Km /
5 Year(s)",1500 CC,103,160,13,4 Speeds,automatic,Year 2022,92,6.6,Japan,Turkey,4435,1695,1705,220,2685,209,7,Back Traction,4,45,136,"11,000 EGP","4,400 EGP"
Toyota Rush 2022 A/T / Highline,"150000 Km /
5 Year(s)",1500 CC,103,160,13,4 Speeds,automatic,Year 2022,92,6.6,Japan,Turkey,4435,1695,1705,220,2685,209,7,Back Traction,4,45,136,"11,750 EGP","4,700 EGP"
Toyota Yaris 2022 A/T / Comfort,"150000 Km /
5 Year(s)",1500 CC,123,,,,CVT,Year 2022,92,,Japan,,3945,1695,1510,,,,5,Front Traction,3,42,153,"11,875 EGP","4,750 EGP"
Toyota Yaris 2022 A/T / Smart,"150000 Km /
5 Year(s)",1500 CC,123,,,,CVT,Year 2022,92,,Japan,,3945,1695,1510,,,,5,Front Traction,3,42,153,"12,375 EGP","4,950 EGP"
Toyota C-HR 2022 Automtic,"150000 Km /
5 Year(s)",1200 CC - Turbo,113,,,,CVT,Year 2022,92,,Japan,Turkey,4390,1795,1555,,2640,443,5,Front Traction,4,50,185,"15,000 EGP","6,000 EGP"
